0 0 0.000458908
0 0.02 214.248
0 0.04 431.217
0 0.06 606.455
0 0.08 772.343
0 0.1 919.628
0 0.12 1091.91
0 0.14 1246.89
0 0.16 1454.86
0 0.18 1615.71
0 0.2 1831.56
0 0.22 2007.19
0 0.24 2208.51
0 0.26 2410.61
0 0.28 2599.69
0 0.3 2768.44
0 0.32 3028.33
0 0.34 3358.73
0 0.36 3412.93
0 0.38 3637.27
0 0.4 3841.29
0 0.42 3976.68
0 0.44 4269.67
0 0.46 4394.46
0 0.48 4665.51

0.1 0 21.0841
0.1 0.02 211.763
0.1 0.04 430.557
0.1 0.06 616.468
0.1 0.08 840.06
0.1 0.1 935.929
0.1 0.12 1093.73
0.1 0.14 1255.55
0.1 0.16 1431.22
0.1 0.18 1650.78
0.1 0.2 1822.06
0.1 0.22 1957.15
0.1 0.24 2226.76
0.1 0.26 2451.29
0.1 0.28 2620.78
0.1 0.3 2854.8
0.1 0.32 2972.97
0.1 0.34 3175.8
0.1 0.36 3456.84
0.1 0.38 3630.36
0.1 0.4 3799.87
0.1 0.42 4072.53
0.1 0.44 4272.84
0.1 0.46 4426.74
0.1 0.48 4688.88

0.2 0 42.5179
0.2 0.02 215.547
0.2 0.04 431.472
0.2 0.06 612.9
0.2 0.08 763.701
0.2 0.1 923.159
0.2 0.12 1109.04
0.2 0.14 1277.77
0.2 0.16 1459.75
0.2 0.18 1609.37
0.2 0.2 1778.54
0.2 0.22 1994.95
0.2 0.24 2221.03
0.2 0.26 2399.78
0.2 0.28 2607.49
0.2 0.3 2744.07
0.2 0.32 3001.29
0.2 0.34 3167.37
0.2 0.36 3454.79
0.2 0.38 3660.37
0.2 0.4 3845.41
0.2 0.42 4061.66
0.2 0.44 4220.27
0.2 0.46 4456.29
0.2 0.48 4659.56

0.3 0 63.8423
0.3 0.02 226.163
0.3 0.04 425.196
0.3 0.06 616.243
0.3 0.08 793.285
0.3 0.1 929.187
0.3 0.12 1109.94
0.3 0.14 1278.16
0.3 0.16 1460.16
0.3 0.18 1620.05
0.3 0.2 1804.43
0.3 0.22 2036.03
0.3 0.24 2227.78
0.3 0.26 2421.23
0.3 0.28 2651.99
0.3 0.3 2772.99
0.3 0.32 2993.51
0.3 0.34 3235.53
0.3 0.36 3440.87
0.3 0.38 3640.07
0.3 0.4 3887.96
0.3 0.42 3969.01
0.3 0.44 4167.87
0.3 0.46 4503.08
0.3 0.48 4639.5

0.4 0 85.2503
0.4 0.02 234.101
0.4 0.04 428.172
0.4 0.06 623.729
0.4 0.08 777.889
0.4 0.1 946.823
0.4 0.12 1122.35
0.4 0.14 1280.46
0.4 0.16 1456.65
0.4 0.18 1673.42
0.4 0.2 1819.56
0.4 0.22 2015.67
0.4 0.24 2190.04
0.4 0.26 2405.68
0.4 0.28 2635.6
0.4 0.3 2827.67
0.4 0.32 3041.28
0.4 0.34 3216.49
0.4 0.36 3390.95
0.4 0.38 3624.29
0.4 0.4 3830.08
0.4 0.42 3998.63
0.4 0.44 4232.74
0.4 0.46 4462.75
0.4 0.48 4668.92

0.5 0 104.799
0.5 0.02 240.515
0.5 0.04 434.032
0.5 0.06 611.274
0.5 0.08 784.194
0.5 0.1 933.386
0.5 0.12 1114.96
0.5 0.14 1283.65
0.5 0.16 1442.89
0.5 0.18 1646.45
0.5 0.2 1798.56
0.5 0.22 2050.51
0.5 0.24 2212.98
0.5 0.26 2414.74
0.5 0.28 2615.5
0.5 0.3 2786.03
0.5 0.32 3048.32
0.5 0.34 3206.6
0.5 0.36 3371.27
0.5 0.38 3544.99
0.5 0.4 3792.53
0.5 0.42 4083.08
0.5 0.44 4286.22
0.5 0.46 4471.5
0.5 0.48 4632.14

0.6 0 127.98
0.6 0.02 248.509
0.6 0.04 440.495
0.6 0.06 631.657
0.6 0.08 793.182
0.6 0.1 938.188
0.6 0.12 1102.84
0.6 0.14 1295.05
0.6 0.16 1442.68
0.6 0.18 1638.59
0.6 0.2 1837.27
0.6 0.22 2007.22
0.6 0.24 2200.88
0.6 0.26 2391.32
0.6 0.28 2618.68
0.6 0.3 2814.76
0.6 0.32 3021.43
0.6 0.34 3204.07
0.6 0.36 3368.59
0.6 0.38 3631.95
0.6 0.4 3874.39
0.6 0.42 4063.49
0.6 0.44 4200.66
0.6 0.46 4451.19
0.6 0.48 4701.06

0.7 0 147.424
0.7 0.02 264.757
0.7 0.04 451.98
0.7 0.06 623.071
0.7 0.08 794.983
0.7 0.1 938.295
0.7 0.12 1105.86
0.7 0.14 1300.03
0.7 0.16 1471.81
0.7 0.18 1649.29
0.7 0.2 1851.54
0.7 0.22 2013.51
0.7 0.24 2192.88
0.7 0.26 2414.78
0.7 0.28 2626.01
0.7 0.3 2775.27
0.7 0.32 2990.11
0.7 0.34 3222
0.7 0.36 3425.32
0.7 0.38 3644.32
0.7 0.4 3774.88
0.7 0.42 3968.53
0.7 0.44 4266.29
0.7 0.46 4414.57
0.7 0.48 4615.99

0.8 0 171.624
0.8 0.02 275.902
0.8 0.04 455.229
0.8 0.06 630.677
0.8 0.08 780.137
0.8 0.1 949.812
0.8 0.12 1117.94
0.8 0.14 1279.13
0.8 0.16 1458.79
0.8 0.18 1636.73
0.8 0.2 1805.93
0.8 0.22 2065.09
0.8 0.24 2218.39
0.8 0.26 2452.04
0.8 0.28 2593.25
0.8 0.3 2818.94
0.8 0.32 2995.75
0.8 0.34 3167.98
0.8 0.36 3408.73
0.8 0.38 3651.75
0.8 0.4 3851.67
0.8 0.42 4016.05
0.8 0.44 4258.96
0.8 0.46 4493.78
0.8 0.48 4646.41

0.9 0 190.131
0.9 0.02 294.744
0.9 0.04 456.575
0.9 0.06 613.522
0.9 0.08 777.011
0.9 0.1 944.928
0.9 0.12 1099.98
0.9 0.14 1285.19
0.9 0.16 1468.4
0.9 0.18 1655.69
0.9 0.2 1836.99
0.9 0.22 2033.28
0.9 0.24 2223.51
0.9 0.26 2420.18
0.9 0.28 2646.74
0.9 0.3 2812.43
0.9 0.32 3022.7
0.9 0.34 3183.42
0.9 0.36 3386.43
0.9 0.38 3653.79
0.9 0.4 3926.55
0.9 0.42 4030.02
0.9 0.44 4301.21
0.9 0.46 4509.82
0.9 0.48 4585.87

