0 0 0.000258558
0 0.01 136.149
0 0.02 270.017
0 0.03 400.896
0 0.04 536.117
0 0.05 673.052
0 0.06 809.696
0 0.07 955.682
0 0.08 1082.25
0 0.09 1206.36
0 0.1 1345.98
0 0.2 2657.54
0 0.3 4109.78
0 0.4 5439.68
0 0.5 6829.97
0 0.6 8100.71
0 0.7 9322.92
0 0.8 10841.1
0 0.9 12283.2

0.1 0 61.7136
0.1 0.01 145.955
0.1 0.02 277.971
0.1 0.03 399.637
0.1 0.04 550.63
0.1 0.05 688.007
0.1 0.06 818.914
0.1 0.07 968.669
0.1 0.08 1096.95
0.1 0.09 1222.9
0.1 0.1 1343.06
0.1 0.2 2721.51
0.1 0.3 4162.31
0.1 0.4 5431.09
0.1 0.5 6793.25
0.1 0.6 8001.09
0.1 0.7 9543.39
0.1 0.8 10939.8
0.1 0.9 12222.5

0.2 0 126.108
0.2 0.01 186.97
0.2 0.02 299.663
0.2 0.03 438.418
0.2 0.04 569.496
0.2 0.05 694.496
0.2 0.06 843.22
0.2 0.07 975.59
0.2 0.08 1114.53
0.2 0.09 1246.94
0.2 0.1 1377.4
0.2 0.2 2728.99
0.2 0.3 4171.84
0.2 0.4 5420.51
0.2 0.5 6955.28
0.2 0.6 8388.87
0.2 0.7 9735.27
0.2 0.8 11095.9
0.2 0.9 12101

0.3 0 201.637
0.3 0.01 248.198
0.3 0.02 342.604
0.3 0.03 459.703
0.3 0.04 602.758
0.3 0.05 723.774
0.3 0.06 877.114
0.3 0.07 993.644
0.3 0.08 1114.2
0.3 0.09 1304.05
0.3 0.1 1396.58
0.3 0.2 2828.3
0.3 0.3 4270.11
0.3 0.4 5591.33
0.3 0.5 6995.74
0.3 0.6 8436.3
0.3 0.7 10030.5
0.3 0.8 11169.1
0.3 0.9 12603.4

0.4 0 321.581
0.4 0.01 336.281
0.4 0.02 409.272
0.4 0.03 530.736
0.4 0.04 666.747
0.4 0.05 768.571
0.4 0.06 909.83
0.4 0.07 1078.75
0.4 0.08 1197.42
0.4 0.09 1342.81
0.4 0.1 1490.49
0.4 0.2 2904.95
0.4 0.3 4256.88
0.4 0.4 5796.18
0.4 0.5 7330.06
0.4 0.6 8839.36
0.4 0.7 9971.39
0.4 0.8 11521.4
0.4 0.9 12998.1

0.5 0 419.878
0.5 0.01 537.798
0.5 0.02 647.678
0.5 0.03 662.16
0.5 0.04 789
0.5 0.05 895.204
0.5 0.06 991.588
0.5 0.07 1199.85
0.5 0.08 1303.01
0.5 0.09 1422.93
0.5 0.1 1619.56
0.5 0.2 5478.03
0.5 0.3 4459.66
0.5 0.4 6050.72
0.5 0.5 8406.97
0.5 0.6 9428.36
0.5 0.7 10910.3
0.5 0.8 12247.3
0.5 0.9 13606.7

0.6 0 3280.35
0.6 0.01 936.297
0.6 0.02 2056.88
0.6 0.03 1597.32
0.6 0.04 1647.21
0.6 0.05 1201.43
0.6 0.06 5896.4
0.6 0.07 32330.8
0.6 0.08 2250.7
0.6 0.09 2510.05
0.6 0.1 1988.39
0.6 0.2 30948.7
0.6 0.3 6509.96
0.6 0.4 7152.65
0.6 0.5 9261.73
