0 0 0
0 0.02 133.692
0 0.04 244.652
0 0.06 317.654
0 0.08 368.934
0 0.1 425.798
0 0.12 476.295
0 0.14 519.304
0 0.16 559.843
0 0.18 597.497
0 0.2 630.14
0 0.22 657.155
0 0.24 678.002
0 0.26 701.226
0 0.28 722.291
0 0.3 735.831
0 0.32 750.94
0 0.34 763.377
0 0.36 773.926
0 0.38 785.709
0 0.4 797.879
0 0.42 806.659
0 0.44 811.595
0 0.46 819.824
0 0.48 828.74

0.1 0 5.19792
0.1 0.02 132.252
0.1 0.04 248.886
0.1 0.06 316.237
0.1 0.08 372.246
0.1 0.1 423.462
0.1 0.12 475.148
0.1 0.14 520.824
0.1 0.16 566.086
0.1 0.18 598.832
0.1 0.2 629.214
0.1 0.22 658.623
0.1 0.24 679.994
0.1 0.26 694.78
0.1 0.28 720.095
0.1 0.3 732.523
0.1 0.32 749.434
0.1 0.34 764.707
0.1 0.36 774.035
0.1 0.38 786.049
0.1 0.4 798.859
0.1 0.42 805.217
0.1 0.44 812.813
0.1 0.46 820.735
0.1 0.48 831.489

0.2 0 32.2272
0.2 0.02 134.28
0.2 0.04 248.565
0.2 0.06 316.417
0.2 0.08 371.074
0.2 0.1 425.044
0.2 0.12 474.392
0.2 0.14 522.632
0.2 0.16 568.908
0.2 0.18 602.526
0.2 0.2 629.996
0.2 0.22 657.823
0.2 0.24 682.558
0.2 0.26 700.961
0.2 0.28 717.461
0.2 0.3 736.621
0.2 0.32 752.165
0.2 0.34 766.092
0.2 0.36 777.733
0.2 0.38 784.826
0.2 0.4 797.374
0.2 0.42 804.769
0.2 0.44 813.142
0.2 0.46 821.919
0.2 0.48 827.708

0.3 0 51.2154
0.3 0.02 140.006
0.3 0.04 248.847
0.3 0.06 317.805
0.3 0.08 370.623
0.3 0.1 421.588
0.3 0.12 477.461
0.3 0.14 529.284
0.3 0.16 562.839
0.3 0.18 600.592
0.3 0.2 629.407
0.3 0.22 658.338
0.3 0.24 678.186
0.3 0.26 699.814
0.3 0.28 716.924
0.3 0.3 735.31
0.3 0.32 748.803
0.3 0.34 761.433
0.3 0.36 775.197
0.3 0.38 785.637
0.3 0.4 794.383
0.3 0.42 804.883
0.3 0.44 812.476
0.3 0.46 820.312
0.3 0.48 827.037

0.4 0 67.543
0.4 0.02 143.463
0.4 0.04 252.219
0.4 0.06 317.845
0.4 0.08 372.06
0.4 0.1 424.655
0.4 0.12 474.22
0.4 0.14 525.965
0.4 0.16 565.995
0.4 0.18 599.515
0.4 0.2 627.209
0.4 0.22 653.947
0.4 0.24 677.744
0.4 0.26 706.571
0.4 0.28 718.871
0.4 0.3 734.429
0.4 0.32 750.101
0.4 0.34 762.301
0.4 0.36 775.349
0.4 0.38 785.887
0.4 0.4 796.071
0.4 0.42 807.143
0.4 0.44 813.803
0.4 0.46 820.926
0.4 0.48 827.88

0.5 0 83.7963
0.5 0.02 146.63
0.5 0.04 251.502
0.5 0.06 318.435
0.5 0.08 371.84
0.5 0.1 424.218
0.5 0.12 476.208
0.5 0.14 526.002
0.5 0.16 565.597
0.5 0.18 598.103
0.5 0.2 629.344
0.5 0.22 655.58
0.5 0.24 677.533
0.5 0.26 704.471
0.5 0.28 721.335
0.5 0.3 733.177
0.5 0.32 747.828
